statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Orderliness is not a synonym of a corticosteroid.,orderliness,corticosteroid,order,true,true,true,false,false,synonyms
Merchantman is not a synonym of an inconstancy.,merchantman,inconstancy,"bottom, freighter, merchant ship",true,true,true,false,false,synonyms
Vim is not a synonym of a vitality.,vim,vitality,"energy, vitality",false,true,true,false,false,synonyms
Fate is a synonym of circumstances.,fate,circumstances,"circumstances, destiny, fortune, lot, luck, portion",true,false,true,false,false,synonyms
Quadruplet is not a synonym of a quaternity.,quadruplet,quaternity,"4, four, foursome, iv, little joe, quartet, quatern, quaternary, quaternion, quaternity, tetrad",false,true,true,false,false,synonyms
Sadness is a synonym of a sorrow.,sadness,sorrow,"sorrow, sorrowfulness",true,false,true,false,false,synonyms
Mamma is not a synonym of an incitement.,mamma,incitement,"ma, mama, mammy, mom, momma, mommy, mum, mummy",true,true,true,false,false,synonyms
Disablement is a synonym of a dropsy.,disablement,dropsy,"disability, handicap, impairment",false,false,true,false,false,synonyms
Stetson is a synonym of easiness.,stetson,easiness,"fedora, felt hat, homburg, trilby",false,false,true,false,false,synonyms
Incrimination is a synonym of a pollywog.,incrimination,pollywog,"blame, inculpation",false,false,true,false,false,synonyms
Airship is a synonym of an iv.,airship,iv,dirigible,false,false,true,false,false,synonyms
Advertiser is a synonym of an adman.,advertiser,adman,"adman, advertizer",true,false,true,false,false,synonyms
Rotting is a synonym of a nematode.,rotting,nematode,"breakdown, decomposition, putrefaction, rot",false,false,true,false,false,synonyms
Goldbricking is a synonym of a goofing off.,goldbricking,goofing off,"goofing off, shirking, slacking, soldiering",true,false,true,false,false,synonyms
Driveway is a synonym of a drive.,driveway,drive,"drive, private road",true,false,true,false,false,synonyms
Clouding is a synonym of remissness.,clouding,remissness,clouding up,false,false,true,false,false,synonyms
Grime is not a synonym of a nothing.,grime,nothing,"dirt, filth, grease, grunge, soil, stain",true,true,true,false,false,synonyms
Clod is not a synonym of a rat.,clod,rat,"ball, chunk, clump, glob, lump",true,true,true,false,false,synonyms
Candor is a synonym of an optometrist.,candor,optometrist,"candidness, candour, directness, forthrightness, frankness",false,false,true,false,false,synonyms
Whatchamacallit is not a synonym of a doojigger.,whatchamacallit,doojigger,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",false,true,true,false,false,synonyms
Clod is not a synonym of a ball.,clod,ball,"ball, chunk, clump, glob, lump",false,true,true,false,false,synonyms
Eyepiece is not a synonym of an ocular.,eyepiece,ocular,ocular,false,true,true,false,false,synonyms
Commencement is not a synonym of a start.,commencement,start,"beginning, start",false,true,true,false,false,synonyms
Turmoil is not a synonym of a bugaboo.,turmoil,bugaboo,"agitation, excitement, hullabaloo, upheaval",true,true,true,false,false,synonyms
Caressing is not a synonym of a kissing.,caressing,kissing,"cuddling, fondling, hugging, kissing, necking, petting, smooching, snuggling",false,true,true,false,false,synonyms
Imp is not a synonym of a golden buttons.,imp,golden buttons,"brownie, elf, gremlin, hob, pixie, pixy",true,true,true,false,false,synonyms
Width is a synonym of a breadth.,width,breadth,breadth,true,false,true,false,false,synonyms
Carnage is not a synonym of a slaughter.,carnage,slaughter,"butchery, mass murder, massacre, slaughter",false,true,true,false,false,synonyms
Finality is not a synonym of an acclimation.,finality,acclimation,"conclusiveness, decisiveness",true,true,true,false,false,synonyms
Procurement is not a synonym of a procural.,procurement,procural,"procural, procurance",false,true,true,false,false,synonyms
Outpouring is not a synonym of a western yellow pine.,outpouring,western yellow pine,"discharge, run",true,true,true,false,false,synonyms
Nad is a synonym of a zinc blende.,nad,zinc blende,nicotinamide adenine dinucleotide,false,false,true,false,false,synonyms
Docker is not a synonym of a grappling.,docker,grappling,"dock-walloper, dock worker, dockhand, dockworker, loader, longshoreman, lumper, stevedore",true,true,true,false,false,synonyms
Airship is a synonym of a dirigible.,airship,dirigible,dirigible,true,false,true,false,false,synonyms
Undercoat is a synonym of a primer coat.,undercoat,primer coat,"flat coat, ground, primer, primer coat, priming, priming coat",true,false,true,false,false,synonyms
Archway is a synonym of a lapsing.,archway,lapsing,arch,false,false,true,false,false,synonyms
Cacao is a synonym of a cacao tree.,cacao,cacao tree,"cacao tree, chocolate tree, theobroma cacao",true,false,true,false,false,synonyms
Ml is not a synonym of a cubic centimeter.,ml,cubic centimeter,"cc, cubic centimeter, cubic centimetre, mil, milliliter, millilitre",false,true,true,false,false,synonyms
Rumor is not a synonym of a hearsay.,rumor,hearsay,"hearsay, rumour",false,true,true,false,false,synonyms
Anteroom is a synonym of a wizard.,anteroom,wizard,"antechamber, entrance hall, foyer, hall, lobby, vestibule",false,false,true,false,false,synonyms
Caseworker is not a synonym of an epicure.,caseworker,epicure,"social worker, welfare worker",true,true,true,false,false,synonyms
Hrt is not a synonym of a hormone replacement therapy.,hrt,hormone replacement therapy,"hormone-replacement therapy, hormone replacement therapy",false,true,true,false,false,synonyms
Mamma is not a synonym of a eudaimonia.,mamma,eudaimonia,"ma, mama, mammy, mom, momma, mommy, mum, mummy",true,true,true,false,false,synonyms
Trine is not a synonym of genus helix.,trine,genus helix,"3, deuce-ace, iii, leash, tercet, ternary, ternion, terzetto, three, threesome, tierce, trey, triad, trinity, trio, triplet, troika",true,true,true,false,false,synonyms
Reporting is not a synonym of a coverage.,reporting,coverage,"coverage, reportage",false,true,true,false,false,synonyms
Outgrowth is not a synonym of an atomic number 37.,outgrowth,atomic number 37,"branch, offset, offshoot",true,true,true,false,false,synonyms
Candor is a synonym of a dinero.,candor,dinero,"candidness, candour, directness, forthrightness, frankness",false,false,true,false,false,synonyms
Cringle is not a synonym of a grummet.,cringle,grummet,"eyelet, grommet, grummet, loop",false,true,true,false,false,synonyms
Brucellosis is not a synonym of a stem.,brucellosis,stem,"gibraltar fever, malta fever, mediterranean fever, rock fever, undulant fever",true,true,true,false,false,synonyms
Bunch is not a synonym of a deviate.,bunch,deviate,"clump, cluster, clustering",true,true,true,false,false,synonyms
Woodworking is a synonym of a woodwork.,woodworking,woodwork,"carpentry, woodwork",true,false,true,false,false,synonyms
Kebab is a synonym of a shish kebab.,kebab,shish kebab,"kabob, shish kebab",true,false,true,false,false,synonyms
Whatchamacallit is not a synonym of a sedation.,whatchamacallit,sedation,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",true,true,true,false,false,synonyms
Brucellosis is a synonym of a telly.,brucellosis,telly,"gibraltar fever, malta fever, mediterranean fever, rock fever, undulant fever",false,false,true,false,false,synonyms
Bi is a synonym of an atomic number 83.,bi,atomic number 83,"atomic number 83, bismuth",true,false,true,false,false,synonyms
Exultation is not a synonym of epipactis gigantea.,exultation,epipactis gigantea,"jubilance, jubilancy, jubilation",true,true,true,false,false,synonyms
Tv is not a synonym of a ptomaine poisoning.,tv,ptomaine poisoning,"boob tube, goggle box, idiot box, television, television receiver, television set, telly, tv set",true,true,true,false,false,synonyms
Oedema is a synonym of hydrops.,oedema,hydrops,"dropsy, edema, hydrops",true,false,true,false,false,synonyms
Lockbox is not a synonym of a shiite muslim.,lockbox,shiite muslim,"deposit box, safe-deposit, safe-deposit box, safety-deposit, safety deposit box",true,true,true,false,false,synonyms
Jaybird is a synonym of a cyanocitta cristata.,jaybird,cyanocitta cristata,"blue jay, cyanocitta cristata",true,false,true,false,false,synonyms
Scrubbing is a synonym of a piquance.,scrubbing,piquance,"scouring, scrub",false,false,true,false,false,synonyms
Disablement is not a synonym of a germ.,disablement,germ,"disability, handicap, impairment",true,true,true,false,false,synonyms
Decoding is not a synonym of a barium.,decoding,barium,"decipherment, decryption",true,true,true,false,false,synonyms
Grime is not a synonym of a grease.,grime,grease,"dirt, filth, grease, grunge, soil, stain",false,true,true,false,false,synonyms
Rashness is a synonym of recklessness.,rashness,recklessness,"foolhardiness, recklessness",true,false,true,false,false,synonyms
Relapse is not a synonym of balusters.,relapse,balusters,"backsliding, lapse, lapsing, relapsing, reversion, reverting",true,true,true,false,false,synonyms
Tetrahydrocannabinol is not a synonym of a thc.,tetrahydrocannabinol,thc,thc,false,true,true,false,false,synonyms
Learning is not a synonym of a befuddlement.,learning,befuddlement,"encyclopaedism, encyclopedism, eruditeness, erudition, learnedness, scholarship",true,true,true,false,false,synonyms
Meg is not a synonym of a million.,meg,million,"1000000, million, one thousand thousand",false,true,true,false,false,synonyms
Amble is a synonym of a promenade.,amble,promenade,"perambulation, promenade, saunter, stroll",true,false,true,false,false,synonyms
Sycamore is not a synonym of an undertone.,sycamore,undertone,"acer pseudoplatanus, great maple, scottish maple",true,true,true,false,false,synonyms
Learning is not a synonym of a cooking utensil.,learning,cooking utensil,"encyclopaedism, encyclopedism, eruditeness, erudition, learnedness, scholarship",true,true,true,false,false,synonyms
Haste is a synonym of a hurry.,haste,hurry,hurry,true,false,true,false,false,synonyms
Foyer is not a synonym of a hall.,foyer,hall,"antechamber, anteroom, entrance hall, hall, lobby, vestibule",false,true,true,false,false,synonyms
Imagination is a synonym of resourcefulness.,imagination,resourcefulness,"resource, resourcefulness",true,false,true,false,false,synonyms
Proofreader is not a synonym of a reader.,proofreader,reader,reader,false,true,true,false,false,synonyms
Backdrop is a synonym of a connexion.,backdrop,connexion,"backcloth, background",false,false,true,false,false,synonyms
Violinist is not a synonym of an adviser.,violinist,adviser,fiddler,true,true,true,false,false,synonyms
Receptivity is a synonym of a gaiety.,receptivity,gaiety,"openness, receptiveness",false,false,true,false,false,synonyms
Goldbricking is not a synonym of a soldiering.,goldbricking,soldiering,"goofing off, shirking, slacking, soldiering",false,true,true,false,false,synonyms
Repast is not a synonym of a meal.,repast,meal,meal,false,true,true,false,false,synonyms
Prayerbook is a synonym of a water gun.,prayerbook,water gun,prayer book,false,false,true,false,false,synonyms
Ravelling is not a synonym of a raveling.,ravelling,raveling,raveling,false,true,true,false,false,synonyms
Peyote is not a synonym of a mezcal.,peyote,mezcal,"lophophora williamsii, mescal, mezcal",false,true,true,false,false,synonyms
Exudate is a synonym of a bill.,exudate,bill,exudation,false,false,true,false,false,synonyms
Grandmother is a synonym of a nanna.,grandmother,nanna,"gran, grandma, grannie, granny, nan, nanna",true,false,true,false,false,synonyms
Quadruplet is not a synonym of a quaternary.,quadruplet,quaternary,"4, four, foursome, iv, little joe, quartet, quatern, quaternary, quaternion, quaternity, tetrad",false,true,true,false,false,synonyms
Spreading is not a synonym of a frangipanni.,spreading,frangipanni,"airing, dissemination, public exposure",true,true,true,false,false,synonyms
Adjutant is a synonym of a sett.,adjutant,sett,"adjutant bird, adjutant stork, leptoptilus dubius",false,false,true,false,false,synonyms
Ticker is a synonym of an atomic number 42.,ticker,atomic number 42,"heart, pump",false,false,true,false,false,synonyms
Footnote is a synonym of a butchery.,footnote,butchery,footer,false,false,true,false,false,synonyms
Forenoon is a synonym of a morn.,forenoon,morn,"morn, morning, morning time",true,false,true,false,false,synonyms
Entirety is a synonym of a totality.,entirety,totality,"entireness, integrality, totality",true,false,true,false,false,synonyms
Proletariat is a synonym of a banister.,proletariat,banister,"labor, labour, working class",false,false,true,false,false,synonyms
Docker is not a synonym of a stevedore.,docker,stevedore,"dock-walloper, dock worker, dockhand, dockworker, loader, longshoreman, lumper, stevedore",false,true,true,false,false,synonyms
Outgrowth is not a synonym of an offset.,outgrowth,offset,"branch, offset, offshoot",false,true,true,false,false,synonyms
Hoagy is not a synonym of a submarine.,hoagy,submarine,"bomber, cuban sandwich, grinder, hero, hero sandwich, hoagie, italian sandwich, poor boy, sub, submarine, submarine sandwich, torpedo, wedge, zep",false,true,true,false,false,synonyms
